DATE,OP,MAXP,MINP,CLP,PERC,VOL,MA5,MA10,MA20,MA60,K9,D9,MACD,DIF,BIAS5,BIAS10,CLPUD,CLPUDPY,ZIG5,ZIGTRN,KDHL,KDCRS,OSC,OSCUD,OSCTRN,BBANDU,BBANDD,BBANDTCH
20150313,148.0,149.5,147.0,149.0,0.6757,46407.828,146.5,148.15,147.78,141.37,44.57,36.75,1.93,1.37,1.71,0.57,1.0,1.0,150.94,0.0,0.0,1.0,-0.5599999999999998,1.0,0.0,152.8506591287524,142.7093408712476,0.0
20150316,149.0,149.5,146.0,146.0,-2.0134,37462.555,146.6,147.85,147.8,141.53,41.48,38.33,1.77,1.13,-0.41,-1.25,-1.0,0.0,150.61,0.0,0.0,0.0,-0.6400000000000001,-1.0,-1.0,152.49269901016464,143.10730098983538,0.0
20150317,148.5,150.0,148.5,149.0,2.0548,55770.359,147.6,147.7,148.1,141.78,52.65,43.1,1.65,1.17,0.95,0.88,1.0,1.0,150.29,0.0,0.0,0.0,-0.48,1.0,1.0,152.38730812981757,143.81269187018242,0.0
20150318,151.0,154.0,150.0,153.5,3.0201,71220.781,149.1,148.0,148.68,142.08,66.92,51.04,1.62,1.54,2.95,3.72,1.0,1.0,149.97,0.0,0.0,0.0,-0.08000000000000007,1.0,0.0,152.5774601986422,144.7825398013578,1.0
20150319,152.5,155.0,152.5,154.0,0.3257,43512.703,150.3,148.4,149.25,142.38,75.17,59.09,1.67,1.86,2.46,3.77,1.0,1.0,149.64,0.0,0.0,0.0,0.19000000000000017,1.0,0.0,152.77642878844873,145.72357121155127,1.0
20150320,151.5,154.0,151.5,154.0,0.0,38594.574,151.3,148.9,149.55,142.73,80.67,66.28,1.75,2.08,1.78,3.43,0.0,1.0,149.32,0.0,0.6700000000000017,0.0,0.33000000000000007,1.0,0.0,152.79768779287667,146.30231220712335,1.0
20150323,154.0,154.0,152.5,153.5,-0.3247,26369.027,152.8,149.7,149.8,143.12,82.95,71.84,1.84,2.2,0.46,2.54,-1.0,0.0,149.0,0.0,2.950000000000003,0.0,0.3600000000000001,1.0,0.0,152.85997450969776,146.74002549030226,1.0
20150324,153.5,153.5,151.5,151.5,-1.3029,38207.801,153.3,150.45,149.95,143.45,75.67,73.11,1.89,2.1,-1.17,0.7,-1.0,0.0,148.67,0.0,0.0,0.0,0.2100000000000002,-1.0,-1.0,152.84210373257946,147.05789626742052,0.0
20150325,152.0,152.5,150.5,151.0,-0.33,50140.684,152.8,150.95,149.95,143.67,68.96,71.73,1.91,1.96,-1.18,0.03,-1.0,0.0,148.35,0.0,0.0,-1.0,0.050000000000000044,-1.0,0.0,152.68593932681264,147.21406067318733,0.0
20150326,145.5,147.0,144.5,145.5,-3.6424,162835.469,151.1,150.7,149.5,143.78,49.15,64.2,1.8,1.39,-3.71,-3.45,-1.0,0.0,148.02,0.0,0.0,0.0,-0.41000000000000014,-1.0,0.0,152.09259406772446,146.90740593227554,-1.0
20150327,144.0,145.5,142.5,142.5,-2.0619,112919.977,148.8,150.05,149.1,143.87,32.77,53.72,1.58,0.69,-4.23,-5.03,-1.0,0.0,147.7,0.0,0.0,0.0,-0.8900000000000001,-1.0,0.0,151.5307404221759,146.66925957782408,-1.0
20150330,142.5,144.0,142.0,142.5,0.0,64898.227,146.6,149.7,148.78,143.94,23.13,43.53,1.29,0.13,-2.8,-4.81,0.0,1.0,147.38,0.0,0.0,0.0,-1.1600000000000001,-1.0,0.0,151.05956552877956,146.50043447122044,-1.0
20150331,144.0,145.5,143.0,145.5,2.1053,56918.777,145.4,149.35,148.53,144.08,24.39,37.15,1.02,-0.07,0.07,-2.58,1.0,1.0,147.05,0.0,0.0,0.0,-1.09,1.0,1.0,150.662604979831,146.397395020169,-1.0
20150401,145.0,145.0,143.5,144.0,-1.0309,39056.191,144.0,148.4,148.2,144.16,21.82,32.04,0.75,-0.34,0.0,-2.96,-1.0,0.0,146.73,0.0,0.0,0.0,-1.09,0.0,0.0,150.20529773350492,146.19470226649506,-1.0
20150402,145.0,148.0,144.5,147.0,2.0833,52174.387,144.3,147.7,148.05,144.3,28.43,30.84,0.54,-0.31,1.87,-0.47,1.0,1.0,146.41,0.0,0.0,0.0,-0.8500000000000001,1.0,0.0,149.94037668203987,146.15962331796015,0.0
20150407,146.5,147.5,145.0,146.0,-0.6803,34901.699,145.0,146.9,147.9,144.38,30.55,30.74,0.36,-0.37,0.69,-0.61,-1.0,0.0,146.08,0.0,0.0,0.0,-0.73,1.0,0.0,149.69270159256916,146.10729840743085,-1.0
20150408,145.5,146.0,143.0,143.0,-2.0548,49474.199,145.1,145.85,147.78,144.43,23.54,28.34,0.16,-0.64,-1.45,-1.95,-1.0,0.0,145.76,0.0,0.0,0.0,-0.8,-1.0,-1.0,149.492461386426,146.06753861357402,-1.0
20150409,144.0,145.5,143.0,143.0,0.0,47243.109,144.6,145.0,147.73,144.47,21.25,25.98,-0.05,-0.85,-1.11,-1.38,0.0,1.0,145.43,0.0,0.0,0.0,-0.7999999999999999,0.0,0.0,149.38585597199756,146.07414402800242,-1.0
20150410,146.0,147.0,145.0,147.0,2.7972,33908.578,145.2,144.6,147.78,144.59,41.94,31.3,-0.18,-0.69,1.24,1.66,1.0,1.0,145.11,0.0,0.0,1.0,-0.51,1.0,1.0,149.396781989014,146.16321801098601,0.0
20150413,146.5,147.5,146.0,147.0,0.0,26427.201,145.2,144.75,147.73,144.82,55.74,39.45,-0.25,-0.55,1.24,1.55,0.0,1.0,144.79,0.0,0.0,0.0,-0.30000000000000004,1.0,0.0,149.33542953753815,146.12457046246183,0.0
20150414,145.0,145.5,143.5,144.0,-2.0408,41702.195,144.8,144.9,147.48,144.98,43.83,40.91,-0.34,-0.68,-0.55,-0.62,-1.0,0.0,144.46,0.0,0.0,0.0,-0.34,-1.0,-1.0,149.1208973154954,145.83910268450458,-1.0
20150415,143.5,144.5,141.5,143.0,-0.6944,71626.313,144.8,144.95,147.33,145.07,36.91,39.57,-0.44,-0.85,-1.24,-1.35,-1.0,0.0,144.14,0.0,0.0,-1.0,-0.41,-1.0,0.0,149.02750729011692,145.6324927098831,-1.0
20150416,145.0,147.0,144.5,147.0,2.7972,55563.273,145.6,145.1,147.23,145.28,52.81,43.99,-0.48,-0.66,0.96,1.31,1.0,1.0,143.82,0.0,0.0,1.0,-0.18000000000000005,1.0,1.0,149.01462881294682,145.44537118705315,0.0
20150417,143.0,144.0,142.5,142.5,-3.0612,79007.68,144.7,144.95,146.68,145.46,40.76,42.91,-0.56,-0.85,-1.52,-1.69,-1.0,0.0,143.49,0.0,0.0,-1.0,-0.2899999999999999,-1.0,-1.0,148.63266484579407,144.72733515420595,-1.0
20150420,142.0,144.0,141.5,143.0,0.3509,43593.805,143.9,144.55,146.13,145.63,35.51,40.44,-0.64,-0.96,-0.63,-1.07,1.0,1.0,143.17,0.0,0.0,0.0,-0.31999999999999995,-1.0,0.0,148.27950133751995,143.98049866248004,-1.0
20150421,142.0,143.5,141.5,142.5,-0.3497,40892.605,143.6,144.2,145.55,145.84,29.23,36.71,-0.73,-1.07,-0.77,-1.18,-1.0,0.0,142.84,0.0,0.0,0.0,-0.3400000000000001,-1.0,0.0,147.9153236565003,143.18467634349972,-1.0
20150422,143.5,145.0,143.0,143.5,0.7018,40631.875,143.7,144.25,145.05,146.04,30.6,34.67,-0.79,-1.07,-0.14,-0.52,1.0,1.0,142.52,0.0,0.0,0.0,-0.28,1.0,1.0,147.6139288211649,142.48607117883512,0.0
20150423,145.5,147.0,145.0,147.0,2.439,47851.742,143.7,144.65,144.83,146.21,50.95,40.1,-0.79,-0.77,2.3,1.62,1.0,1.0,142.2,0.0,0.0,1.0,0.020000000000000018,1.0,0.0,147.51240545033744,142.14759454966259,0.0
20150424,149.0,152.5,148.5,152.5,3.7415,135458.469,145.7,145.2,144.9,146.43,67.3,49.17,-0.65,-0.1,4.67,5.03,1.0,1.0,141.87,0.0,0.0,0.0,0.55,1.0,0.0,147.58776561478118,142.21223438521884,1.0
20150427,153.0,153.0,150.0,151.5,-0.6557,58112.934,147.4,145.65,145.2,146.66,73.85,57.39,-0.45,0.36,2.78,4.02,-1.0,0.0,141.55,0.0,0.0,0.0,0.81,1.0,0.0,147.84112551765338,142.5588744823466,1.0
20150428,153.5,153.5,150.5,151.5,0.0,43295.539,149.2,146.4,145.65,146.83,77.01,63.93,-0.22,0.71,1.54,3.48,0.0,1.0,141.23,0.0,0.0,0.0,0.9299999999999999,1.0,0.0,148.1944565235036,143.10554347649642,1.0
20150429,150.0,151.0,148.0,148.5,-1.9802,37440.141,150.2,146.95,145.95,146.98,70.79,66.22,-0.03,0.74,-1.13,1.05,-1.0,0.0,140.9,0.0,0.0,0.0,0.77,-1.0,-1.0,148.37830311122806,143.5216968887719,1.0
20150430,147.0,148.5,146.5,147.0,-1.0101,48982.98,150.2,146.95,146.03,147.01,62.47,64.97,0.1,0.63,-2.13,0.03,-1.0,0.0,140.58,0.0,0.0,-1.0,0.53,-1.0,0.0,148.34044497878654,143.71955502121347,0.0
20150504,148.5,148.5,146.0,147.5,0.3401,30868.641,149.2,147.45,146.2,147.05,58.31,62.75,0.2,0.58,-1.14,0.03,1.0,1.0,140.25,0.0,0.0,0.0,0.37999999999999995,-1.0,0.0,148.40575519947248,143.9942448005275,0.0
20150505,147.5,148.0,146.0,147.0,-0.339,27789.4,148.3,147.85,146.2,147.05,51.57,59.02,0.26,0.49,-0.88,-0.57,-1.0,0.0,139.93,0.0,0.0,0.0,0.22999999999999998,-1.0,0.0,148.30054540536497,144.099454594635,0.0
20150506,145.5,148.0,145.5,147.5,0.3401,18824.207,147.5,148.35,146.28,147.07,44.19,54.08,0.3,0.46,0.0,-0.57,1.0,1.0,139.61,0.0,0.0,0.0,0.16000000000000003,-1.0,0.0,148.27549968679526,144.28450031320475,0.0
20150507,146.0,147.5,146.0,146.5,-0.678,21908.15,147.1,148.65,146.45,147.12,33.62,47.26,0.31,0.35,-0.41,-1.45,-1.0,0.0,139.28,0.0,0.0,0.0,0.03999999999999998,-1.0,0.0,148.34109386334998,144.55890613665,0.0
20150508,146.0,147.5,146.0,146.5,0.0,20035.646,147.0,148.6,146.63,147.21,26.58,40.37,0.3,0.26,-0.34,-1.41,0.0,1.0,138.96,0.0,0.0,0.0,-0.03999999999999998,-1.0,0.0,148.41473975693935,144.84526024306064,0.0
20150511,149.0,149.0,147.0,148.5,1.3652,20402.529,147.2,148.2,146.7,147.31,30.22,36.99,0.31,0.34,0.88,0.2,1.0,1.0,138.64,0.0,0.0,0.0,0.030000000000000027,1.0,1.0,148.3589153082662,145.04108469173377,1.0
20150512,147.0,148.5,147.0,147.5,-0.6734,24956.498,147.3,147.8,146.73,147.36,32.27,35.41,0.31,0.32,0.14,-0.2,-1.0,0.0,138.31,0.0,0.0,0.0,0.010000000000000009,-1.0,-1.0,148.2577434339574,145.2022565660426,0.0
20150513,147.5,149.0,147.0,148.0,0.339,19437.537,147.4,147.45,146.93,147.39,45.32,38.72,0.32,0.35,0.41,0.37,1.0,1.0,137.99,0.0,0.0,1.0,0.02999999999999997,1.0,1.0,148.37950853740156,145.48049146259845,0.0
20150514,148.0,148.5,146.0,146.0,-1.3514,39888.652,147.3,147.2,147.08,147.4,34.98,37.47,0.29,0.2,-0.88,-0.82,-1.0,0.0,137.66,0.0,0.0,-1.0,-0.08999999999999997,-1.0,-1.0,148.49180735229706,145.66819264770297,0.0
20150515,147.0,147.0,145.0,146.5,0.3425,24831.891,147.3,147.15,147.05,147.46,35.82,36.92,0.26,0.13,-0.54,-0.44,1.0,1.0,137.34,0.0,0.0,0.0,-0.13,-1.0,0.0,148.43543711513732,145.6645628848627,0.0
20150518,147.0,147.0,145.0,146.5,0.0,26212.375,146.9,147.05,147.25,147.53,36.38,36.74,0.22,0.06,-0.27,-0.37,0.0,1.0,137.02,0.0,0.0,0.0,-0.16,-1.0,0.0,148.7028933202407,145.7971066797593,0.0
20150519,145.5,147.5,145.0,146.5,0.0,26321.396,146.7,147.0,147.43,147.6,36.75,36.74,0.18,0.02,-0.14,-0.34,0.0,1.0,136.69,0.0,0.0,1.0,-0.16,0.0,0.0,148.9879021150252,145.8720978849748,0.0
20150520,146.5,147.0,146.0,146.5,0.0,26984.912,146.4,146.9,147.63,147.58,37.0,36.83,0.14,-0.02,0.07,-0.27,0.0,1.0,136.37,0.0,0.0,0.0,-0.16,0.0,0.0,149.27454583396147,145.98545416603852,0.0
20150521,146.0,146.5,144.5,145.5,-0.6826,41286.688,146.3,146.8,147.73,147.53,32.08,35.24,0.09,-0.13,-0.55,-0.89,-1.0,0.0,136.05,0.0,0.0,-1.0,-0.22,-1.0,0.0,149.37926498780516,146.08073501219482,-1.0
20150522,146.0,147.0,145.0,145.5,0.0,22103.852,146.1,146.7,147.65,147.48,28.79,33.09,0.03,-0.22,-0.41,-0.82,0.0,1.0,135.72,0.0,0.0,0.0,-0.25,-1.0,0.0,149.2031036668555,146.0968963331445,-1.0
20150525,146.5,147.5,145.5,147.5,1.3746,16323.218,146.3,146.6,147.4,147.42,41.42,35.87,0.0,-0.12,0.82,0.61,1.0,1.0,135.4,0.0,0.0,1.0,-0.12,1.0,1.0,148.7842438369016,146.01575616309842,0.0
20150526,148.5,148.5,146.5,146.5,-0.678,16069.726,146.3,146.5,147.15,147.28,44.28,38.67,-0.03,-0.12,0.14,0.0,-1.0,0.0,135.07,0.0,0.0,0.0,-0.09,1.0,0.0,148.35912199549924,145.94087800450077,0.0
20150527,145.5,147.0,145.0,145.0,-1.0239,24257.941,146.0,146.2,146.83,147.19,33.68,37.01,-0.07,-0.24,-0.68,-0.82,-1.0,0.0,134.75,0.0,0.0,-1.0,-0.16999999999999998,-1.0,-1.0,147.9166922287382,145.7433077712618,-1.0
20150528,147.0,147.5,146.0,147.0,1.3793,36704.395,146.3,146.3,146.75,147.16,43.29,39.1,-0.09,-0.18,0.48,0.48,1.0,1.0,134.43,0.0,0.0,1.0,-0.09,1.0,1.0,147.7548382954486,145.7451617045514,0.0
20150529,147.0,147.5,145.5,146.0,-0.6803,61983.863,146.4,146.25,146.7,147.08,41.36,39.86,-0.11,-0.2,-0.27,-0.17,-1.0,0.0,134.1,0.0,0.0,0.0,-0.09000000000000001,0.0,0.0,147.62762654123304,145.77237345876694,0.0
20150601,145.5,146.0,144.0,145.0,-0.6849,31646.861,145.9,146.1,146.58,146.99,34.98,38.23,-0.15,-0.3,-0.62,-0.75,-1.0,0.0,133.78,0.0,0.0,-1.0,-0.15,-1.0,-1.0,147.46072413388077,145.69927586611925,-1.0
20150602,144.5,144.5,143.5,144.0,-0.6897,33433.402,145.4,145.85,146.43,146.89,26.65,34.37,-0.21,-0.45,-0.96,-1.27,-1.0,0.0,133.45,0.0,0.0,0.0,-0.24000000000000002,-1.0,0.0,147.27618910416055,145.58381089583946,-1.0
20150603,143.5,144.5,143.0,143.0,-0.6944,30174.689,145.0,145.5,146.2,146.79,17.77,28.84,-0.3,-0.64,-1.38,-1.72,-1.0,0.0,133.13,0.0,-2.2300000000000004,0.0,-0.34,-1.0,0.0,147.05982556370463,145.34017443629534,-1.0
20150604,142.0,142.5,140.0,141.0,-1.3986,62313.191,143.8,145.05,145.93,146.72,15.77,24.48,-0.43,-0.95,-1.95,-2.79,-1.0,0.0,132.81,0.0,-4.23,0.0,-0.52,-1.0,0.0,146.87752097602112,144.9824790239789,-1.0
20150605,139.5,140.5,139.0,140.0,-0.7092,42846.691,142.6,144.5,145.6,146.65,14.02,20.99,-0.59,-1.26,-1.82,-3.11,-1.0,0.0,132.48,0.0,-5.98,0.0,-0.67,-1.0,0.0,146.70755361044058,144.4924463895594,-1.0
20150608,139.5,140.0,138.5,138.5,-1.0714,45637.641,141.3,143.6,145.1,146.53,9.35,17.11,-0.8,-1.6,-1.98,-3.55,-1.0,0.0,132.16,0.0,-10.65,0.0,-0.8,-1.0,0.0,146.45391100150638,143.7460889984936,-1.0
20150609,138.5,140.0,138.0,139.0,0.361,31663.811,140.3,142.85,144.68,146.38,9.74,14.65,-1.0,-1.81,-0.93,-2.7,1.0,1.0,131.84,0.0,-10.26,0.0,-0.81,-1.0,0.0,146.32167597290086,143.03832402709915,-1.0
20150610,141.0,141.5,139.5,139.5,0.3597,37243.195,139.6,142.3,144.25,146.22,11.76,13.69,-1.18,-1.92,-0.07,-1.97,1.0,1.0,131.51,0.0,-8.24,0.0,-0.74,1.0,1.0,146.20411258631637,142.29588741368363,-1.0
20150611,141.0,144.0,141.0,143.5,2.8674,46455.781,140.1,141.95,144.13,146.18,30.75,19.38,-1.28,-1.66,2.43,1.09,1.0,1.0,131.19,0.0,0.0,1.0,-0.3799999999999999,1.0,0.0,146.33712731848436,141.92287268151563,0.0
20150612,144.0,144.5,142.5,144.5,0.6969,35243.602,141.0,141.8,144.03,146.1,53.84,30.86,-1.3,-1.36,2.48,1.9,1.0,1.0,130.86,0.0,0.0,0.0,-0.06000000000000005,1.0,0.0,146.44815528864464,141.61184471135536,0.0
20150615,144.5,144.5,142.5,143.0,-1.0381,23775.779,141.9,141.6,143.85,145.93,61.53,41.09,-1.28,-1.23,0.78,0.99,-1.0,0.0,130.54,0.0,0.0,0.0,0.050000000000000044,1.0,0.0,146.44123040272376,141.25876959727623,0.0
20150616,143.0,143.0,141.0,142.0,-0.6993,28696.598,142.5,141.4,143.63,145.73,61.53,47.9,-1.27,-1.19,-0.35,0.42,-1.0,0.0,130.22,0.0,0.0,0.0,0.08000000000000007,1.0,0.0,146.35768674887714,140.90231325112285,0.0
20150617,143.0,143.5,142.0,142.5,0.3521,31675.566,143.1,141.35,143.43,145.53,64.1,53.3,-1.23,-1.11,-0.42,0.81,1.0,1.0,129.89,0.0,0.0,0.0,0.11999999999999988,1.0,0.0,146.24184547939606,140.61815452060395,0.0
20150618,142.0,143.0,142.0,142.0,-0.3509,28627.137,142.8,141.45,143.25,145.34,63.25,56.62,-1.2,-1.07,-0.56,0.39,-1.0,0.0,129.57,0.0,0.0,0.0,0.1299999999999999,1.0,0.0,146.09368968067895,140.40631031932105,0.0
20150622,142.0,143.5,142.0,142.0,0.0,29598.805,142.3,141.65,143.08,145.18,62.68,58.64,-1.17,-1.03,-0.21,0.25,0.0,1.0,129.25,0.0,0.0,0.0,0.1399999999999999,1.0,0.0,145.92344861040252,140.2365513895975,0.0
20150623,143.0,145.0,142.5,144.5,1.7606,37809.098,142.6,142.25,142.93,145.08,72.09,63.12,-1.09,-0.79,1.33,1.58,1.0,1.0,128.92,0.0,0.0,0.0,0.30000000000000004,1.0,0.0,145.76502574944215,140.09497425055787,0.0
20150624,144.5,145.0,143.5,145.0,0.346,21134.324,143.2,142.85,142.85,145.07,81.39,69.21,-0.98,-0.55,1.26,1.51,1.0,1.0,128.6,0.0,1.3900000000000006,0.0,0.42999999999999994,1.0,0.0,145.66034713158356,140.03965286841643,0.0
20150625,145.0,147.0,145.0,146.5,1.0345,45571.066,144.0,143.55,142.93,145.13,84.82,74.41,-0.83,-0.23,1.74,2.06,1.0,1.0,128.27,0.0,4.819999999999993,0.0,0.6,1.0,0.0,145.6938905549967,140.16610944500331,1.0
20150626,147.0,147.5,145.5,146.0,-0.3413,34170.98,144.8,143.8,142.88,145.19,82.19,77.0,-0.67,-0.03,0.83,1.53,-1.0,0.0,127.95,0.0,2.1899999999999977,0.0,0.64,1.0,0.0,145.5599335812665,140.20006641873348,1.0
20150629,140.5,141.0,138.5,138.5,-2.1201,53096.168,144.1,143.2,142.5,145.08,54.79,69.6,-0.63,-0.46,-3.89,-3.28,-1.0,0.0,127.63,0.0,0.0,-1.0,0.16999999999999998,-1.0,-1.0,145.09003552099193,139.90996447900807,-1.0
20150630,139.0,140.5,138.5,140.5,1.444,45375.816,143.3,142.95,142.28,145.02,43.93,61.04,-0.63,-0.64,-1.95,-1.71,1.0,1.0,127.3,0.0,0.0,0.0,-0.010000000000000009,-1.0,0.0,144.7599483865597,139.8000516134403,0.0
20150701,140.0,142.5,139.0,141.0,0.3559,33330.371,142.5,142.85,142.13,144.92,38.55,53.55,-0.65,-0.73,-1.05,-1.3,1.0,1.0,126.98,0.0,0.0,0.0,-0.07999999999999996,-1.0,0.0,144.47098355397895,139.78901644602104,0.0
20150702,140.5,142.0,140.5,141.5,0.3546,24309.42,141.5,142.75,142.05,144.84,36.81,47.97,-0.67,-0.75,0.0,-0.88,1.0,1.0,126.66,0.0,0.0,0.0,-0.07999999999999996,0.0,0.0,144.22721358621519,139.87278641378484,0.0
20150703,141.5,142.5,140.0,142.5,0.7067,17091.23,140.8,142.8,142.13,144.83,39.36,45.1,-0.67,-0.68,1.21,-0.21,1.0,1.0,126.33,0.0,0.0,0.0,-0.010000000000000009,1.0,1.0,144.1061120919624,140.1538879080376,0.0
20150706,141.0,141.5,140.5,140.5,-1.4035,20683.912,141.2,142.65,142.15,144.79,33.64,41.28,-0.69,-0.78,-0.5,-1.51,-1.0,0.0,126.01,0.0,0.0,0.0,-0.09000000000000008,-1.0,-1.0,143.91365642912672,140.3863435708733,0.0
20150707,141.0,142.0,140.5,140.5,0.0,26545.982,141.2,142.25,142.25,144.68,29.84,37.46,-0.72,-0.84,-0.5,-1.23,0.0,1.0,125.68,0.0,0.0,0.0,-0.12,-1.0,0.0,143.83195417127047,140.66804582872953,-1.0
20150708,140.5,141.0,138.0,138.0,-1.7794,52066.086,140.6,141.55,142.2,144.53,19.89,31.61,-0.79,-1.08,-1.85,-2.51,-1.0,0.0,125.36,0.0,-0.10999999999999943,0.0,-0.29000000000000004,-1.0,0.0,143.64032322761247,140.7596767723875,-1.0
20150709,134.0,138.0,134.0,136.5,-1.087,53784.773,139.6,140.55,142.05,144.41,23.06,28.76,-0.91,-1.38,-2.22,-2.88,-1.0,0.0,125.04,0.0,0.0,0.0,-0.46999999999999986,-1.0,0.0,143.40906254455047,140.69093745544956,-1.0
20150713,137.0,139.5,137.0,138.5,1.4652,35404.789,138.8,139.8,141.8,144.33,33.02,30.18,-1.02,-1.44,-0.22,-0.93,1.0,1.0,124.71,0.0,0.0,1.0,-0.41999999999999993,1.0,1.0,143.0934450123604,140.50655498763962,-1.0
20150714,139.5,140.5,138.0,138.5,0.0,27574.221,138.4,139.8,141.5,144.19,39.66,33.34,-1.11,-1.47,0.07,-0.93,0.0,1.0,124.39,0.0,0.0,0.0,-0.3599999999999999,1.0,0.0,142.75038034213594,140.24961965786406,-1.0
20150715,139.0,139.5,138.0,138.5,0.0,23485.779,138.0,139.6,141.28,144.13,44.09,36.92,-1.18,-1.47,0.36,-0.79,0.0,1.0,124.07,0.0,0.0,0.0,-0.29000000000000004,1.0,0.0,142.5155970216863,140.0444029783137,-1.0
20150716,140.0,140.0,135.5,136.5,-1.444,37250.129,137.7,139.15,141.0,144.02,39.2,37.68,-1.27,-1.62,-0.87,-1.9,-1.0,0.0,123.74,0.0,0.0,0.0,-0.3500000000000001,-1.0,-1.0,142.27095672624995,139.72904327375005,-1.0
20150717,138.0,140.0,138.0,140.0,2.5641,55848.152,138.4,139.0,140.88,143.98,51.13,42.16,-1.3,-1.44,1.16,0.72,1.0,1.0,123.42,0.0,0.0,0.0,-0.1399999999999999,1.0,1.0,142.196197553561,139.56380244643898,0.0
20150720,141.5,142.0,138.5,139.0,-0.7143,27906.576,138.5,138.65,140.73,143.9,54.92,46.42,-1.31,-1.36,0.36,0.25,-1.0,0.0,123.09,0.0,0.0,0.0,-0.050000000000000044,1.0,0.0,142.1035355838128,139.35646441618718,-1.0
20150721,141.0,141.5,139.5,140.5,1.0791,21857.01,138.9,138.65,140.65,143.79,63.7,52.18,-1.28,-1.16,1.15,1.33,1.0,1.0,122.77,0.0,0.0,0.0,0.1200000000000001,1.0,0.0,142.07707077610047,139.22292922389954,0.0
20150722,139.0,139.5,138.0,139.0,-1.0676,27408.863,139.0,138.5,140.38,143.57,63.3,55.88,-1.25,-1.11,0.0,0.36,-1.0,0.0,122.45,0.0,0.0,0.0,0.1399999999999999,1.0,0.0,141.89032314423105,138.86967685576894,0.0
20150723,137.0,137.5,136.0,136.0,-2.1583,38176.254,138.9,138.3,139.93,143.31,44.76,52.18,-1.26,-1.3,-2.09,-1.66,-1.0,0.0,122.12,0.0,0.0,-1.0,-0.040000000000000036,-1.0,-1.0,141.5764810961563,138.2835189038437,-1.0
20150724,138.0,138.0,136.0,137.0,0.7353,39062.688,138.3,138.35,139.45,143.07,37.53,47.3,-1.28,-1.36,-0.94,-0.98,1.0,1.0,121.8,0.0,0.0,0.0,-0.08000000000000007,-1.0,0.0,141.260755643371,137.63924435662898,-1.0
20150727,135.0,135.5,134.0,134.0,-2.1898,45080.465,137.3,137.9,138.85,142.83,25.02,39.87,-1.35,-1.62,-2.4,-2.83,-1.0,0.0,121.48,0.0,0.0,0.0,-0.27,-1.0,0.0,140.88906326532552,136.81093673467447,-1.0
20150728,135.0,136.5,134.0,134.0,0.0,35777.742,136.0,137.45,138.63,142.61,16.68,32.14,-1.44,-1.81,-1.47,-2.51,0.0,1.0,121.15,0.0,-3.3200000000000003,0.0,-0.3700000000000001,-1.0,0.0,140.901672511609,136.35832748839098,-1.0
20150729,135.0,136.0,134.5,135.5,1.1194,30500.205,135.3,137.15,138.38,142.41,17.37,27.22,-1.52,-1.82,0.15,-1.2,1.0,1.0,120.83,0.0,-2.629999999999999,0.0,-0.30000000000000004,1.0,1.0,140.87690928950173,135.88309071049827,-1.0
20150730,136.0,139.0,136.0,138.5,2.214,37085.996,135.8,137.35,138.25,142.27,30.33,28.26,-1.53,-1.57,1.99,0.84,1.0,1.0,120.5,0.0,0.0,1.0,-0.040000000000000036,1.0,0.0,140.9367310993101,135.5632689006899,0.0
20150731,140.5,140.5,137.5,139.5,0.722,40479.316,136.3,137.3,138.15,142.13,44.66,33.73,-1.47,-1.27,2.35,1.6,1.0,1.0,120.18,0.0,0.0,0.0,0.19999999999999996,1.0,0.0,140.98629053518854,135.31370946481147,0.0
20150803,138.5,138.5,134.5,134.5,-3.5842,33815.563,136.4,136.85,137.75,141.93,32.34,33.26,-1.46,-1.42,-1.39,-1.72,-1.0,0.0,119.86,0.0,0.0,-1.0,0.040000000000000036,-1.0,-1.0,140.731590850536,134.768409149464,-1.0
20150804,135.0,136.5,134.5,136.5,1.487,27514.928,136.9,136.45,137.55,141.77,34.38,33.64,-1.44,-1.36,-0.29,0.04,1.0,1.0,119.53,0.0,0.0,1.0,0.07999999999999985,1.0,1.0,140.63710284895078,134.46289715104925,0.0
20150805,135.5,135.5,134.0,134.0,-1.8315,28577.967,136.6,135.95,137.23,141.53,22.92,30.06,-1.46,-1.5,-1.9,-1.43,-1.0,0.0,119.21,0.0,0.0,-1.0,-0.040000000000000036,-1.0,-1.0,140.38704672122537,134.0729532787746,-1.0
20150806,136.0,136.0,132.0,134.0,0.0,39658.059,135.7,135.75,137.03,141.3,23.12,27.75,-1.48,-1.6,-1.25,-1.29,0.0,1.0,118.89,0.0,0.0,0.0,-0.1200000000000001,-1.0,0.0,140.21565707507887,133.84434292492114,0.0
20150807,133.0,133.5,131.5,133.0,-0.7463,30591.688,134.4,135.35,136.85,141.05,20.97,25.49,-1.53,-1.73,-1.04,-1.74,-1.0,0.0,118.56,0.0,0.0,0.0,-0.19999999999999996,-1.0,0.0,140.03353435665457,133.66646564334542,-1.0
20150810,131.0,131.0,125.5,129.0,-3.0075,65582.828,133.3,134.85,136.38,140.77,21.76,24.25,-1.65,-2.13,-3.23,-4.34,-1.0,0.0,118.24,0.0,0.0,0.0,-0.48,-1.0,0.0,139.59335883461526,133.16664116538473,-1.0
