DATE,OP,MAXP,MINP,CLP,PERC,VOL,MA5,MA10,MA20,MA60,K9,D9,MACD,DIF,BIAS5,BIAS10,CLPUD,CLPUDPY,ZIG5,ZIGTRN,KDHL,KDCRS,OSC,OSCUD,OSCTRN,BBANDU,BBANDD,BBANDTCH
20131021,111.0,111.5,109.5,110.0,0.0,41327.324,108.0,106.45,104.83,101.52,84.06,79.71,1.22,1.72,1.85,3.33,,,110.0,1.0,4.060000000000002,,0.5,,,,,
20131022,110.0,111.5,109.5,111.5,1.3636,39837.172,108.9,107.3,105.13,101.67,89.38,82.93,1.37,1.99,2.39,3.91,1.0,1.0,111.5,-1.0,9.379999999999995,0.0,0.6199999999999999,1.0,0.0,,,
20131023,111.0,111.5,110.0,111.0,-0.4484,23057.73,109.9,107.9,105.43,101.81,90.35,85.41,1.53,2.14,1.0,2.87,-1.0,0.0,111.0,0.0,10.349999999999994,0.0,0.6100000000000001,-1.0,-1.0,,,
20131024,109.0,110.0,108.5,110.0,-0.9009,21570.336,110.5,108.4,105.78,101.97,85.88,85.56,1.65,2.15,-0.45,1.48,-1.0,0.0,110.5,0.0,5.8799999999999955,0.0,0.5,-1.0,0.0,,,
20131025,108.5,109.0,106.5,107.0,-2.7273,37244.5,109.9,108.45,106.05,102.06,63.31,78.15,1.7,1.89,-2.64,-1.34,-1.0,0.0,110.0,0.0,0.0,-1.0,0.18999999999999995,-1.0,0.0,,,
20131028,108.0,109.5,107.5,109.5,2.3364,21241.672,109.8,108.9,106.38,102.17,63.42,73.24,1.73,1.87,-0.27,0.55,1.0,1.0,109.5,0.0,0.0,0.0,0.14000000000000012,-1.0,0.0,,,
20131029,108.5,109.5,108.0,109.5,0.0,21531.322,109.4,109.15,106.83,102.32,62.28,69.58,1.75,1.83,0.09,0.32,0.0,1.0,109.0,0.0,0.0,0.0,0.08000000000000007,-1.0,0.0,,,
20131030,109.0,110.0,109.0,110.0,0.4566,16768.422,109.2,109.55,107.25,102.48,64.85,68.01,1.77,1.82,0.73,0.41,1.0,1.0,108.5,0.0,0.0,0.0,0.050000000000000044,-1.0,0.0,,,
20131031,108.5,109.5,108.0,109.5,-0.4545,23098.869,109.1,109.8,107.58,102.63,63.24,66.42,1.76,1.75,0.37,-0.27,-1.0,0.0,108.0,0.0,0.0,0.0,-0.010000000000000009,-1.0,0.0,,,
20131101,110.5,110.5,108.5,109.5,0.0,10870.454,109.6,109.75,107.8,102.81,62.16,65.0,1.74,1.67,-0.09,-0.23,0.0,1.0,107.5,0.0,0.0,0.0,-0.07000000000000006,-1.0,0.0,,,
20131104,108.0,109.0,108.0,109.0,-0.4566,9642.456,109.5,109.65,108.05,103.01,58.1,62.7,1.71,1.56,-0.46,-0.59,-1.0,0.0,107.0,0.0,0.0,0.0,-0.1499999999999999,-1.0,0.0,,,
20131105,108.5,109.0,106.5,106.5,-2.2936,21861.324,108.9,109.15,108.23,103.18,38.74,54.71,1.62,1.25,-2.2,-2.43,-1.0,0.0,106.5,0.0,0.0,0.0,-0.3700000000000001,-1.0,0.0,,,
20131106,106.5,107.5,106.5,107.0,0.4695,17440.574,108.3,108.75,108.33,103.36,29.99,46.47,1.5,1.03,-1.2,-1.61,1.0,1.0,106.0,0.0,0.0,0.0,-0.47,-1.0,0.0,,,
20131107,107.0,107.5,106.0,107.0,0.0,15944.496,107.8,108.45,108.43,103.54,27.4,40.11,1.37,0.85,-0.74,-1.34,0.0,1.0,105.5,0.0,0.0,0.0,-0.5200000000000001,-1.0,0.0,,,
20131108,105.0,106.5,105.0,106.0,-0.9346,31481.367,107.1,108.35,108.4,103.69,24.33,34.85,1.22,0.62,-1.03,-2.17,-1.0,0.0,105.0,0.0,0.0,0.0,-0.6,-1.0,0.0,,,
20131111,105.0,106.0,104.5,104.5,-1.4151,21491.766,106.2,107.85,108.38,103.81,16.22,28.64,1.04,0.31,-1.6,-3.11,-1.0,0.0,104.5,0.0,-3.780000000000001,0.0,-0.73,-1.0,0.0,,,
20131112,106.0,106.0,104.5,105.0,0.4785,31992.852,105.9,107.4,108.28,103.96,13.59,23.62,0.85,0.11,-0.85,-2.23,1.0,1.0,104.0,0.0,-6.41,0.0,-0.74,-1.0,0.0,,,
20131113,105.0,105.0,103.0,103.0,-1.9048,26708.973,105.1,106.7,108.13,104.07,9.06,18.77,0.64,-0.22,-2.0,-3.47,-1.0,0.0,103.5,0.0,-10.94,0.0,-0.86,-1.0,0.0,,,
20131114,104.0,104.5,103.5,103.5,0.4854,29933.607,104.4,106.1,107.95,104.21,8.82,15.45,0.42,-0.43,-0.86,-2.45,1.0,1.0,103.0,0.0,-11.18,0.0,-0.85,1.0,1.0,,,
20131115,103.5,104.5,103.5,104.0,0.4831,19904.674,104.0,105.55,107.65,104.37,11.43,14.11,0.23,-0.54,0.0,-1.47,1.0,1.0,102.5,0.0,-8.57,0.0,-0.77,1.0,0.0,110.01017351057078,105.28982648942923,-1.0
20131118,104.5,105.0,104.0,104.0,0.0,25297.465,103.9,105.05,107.35,104.52,15.03,14.42,0.06,-0.63,0.1,-1.0,0.0,1.0,102.0,0.0,-4.970000000000001,1.0,-0.69,1.0,0.0,109.43402951034767,105.26597048965232,-1.0
20131119,104.5,105.5,104.0,105.0,0.9615,34510.121,103.9,104.9,107.03,104.66,24.83,17.89,-0.08,-0.61,1.06,0.1,1.0,1.0,101.5,0.0,0.0,0.0,-0.53,1.0,0.0,108.85381440941781,105.2061855905822,-1.0
20131120,104.0,104.0,102.5,103.0,-1.9048,46675.352,103.9,104.5,106.63,104.76,20.72,18.83,-0.21,-0.75,-0.87,-1.44,-1.0,0.0,101.0,0.0,0.0,0.0,-0.54,-1.0,-1.0,108.24952431287709,105.0104756871229,-1.0
20131121,102.0,103.0,100.5,101.0,-1.9417,57002.648,103.4,103.9,106.18,104.85,16.85,18.17,-0.37,-1.01,-2.32,-2.79,-1.0,0.0,100.5,0.0,-3.1499999999999986,-1.0,-0.64,-1.0,0.0,107.72077220899133,104.63922779100868,-1.0
20131122,100.0,101.5,100.0,100.0,-0.9901,57158.109,102.6,103.3,105.83,104.9,11.23,15.86,-0.55,-1.28,-2.53,-3.19,-1.0,0.0,100.0,1.0,-8.77,0.0,-0.73,-1.0,0.0,107.41580547356855,104.24419452643144,-1.0
20131125,101.0,102.5,101.0,101.0,1.0,30949.393,102.0,102.95,105.4,104.94,13.55,15.09,-0.72,-1.4,-0.98,-1.89,1.0,1.0,100.24,0.0,-6.449999999999999,0.0,-0.6799999999999999,1.0,1.0,107.17477294322401,103.625227056776,-1.0
20131126,102.0,105.0,101.5,103.5,2.4752,47194.676,101.7,102.8,105.1,104.99,30.24,20.14,-0.83,-1.28,1.77,0.68,1.0,1.0,100.47,0.0,0.0,1.0,-0.45000000000000007,1.0,0.0,107.1425660332043,103.05743396679568,0.0
20131127,105.0,105.5,104.5,105.0,1.4493,22853.576,102.1,103.0,104.85,105.04,50.47,30.25,-0.88,-1.05,2.84,1.94,1.0,1.0,100.71,0.0,0.0,0.0,-0.17000000000000004,1.0,0.0,107.175836623669,102.52416337633099,0.0
20131128,105.0,105.5,104.5,105.0,0.0,22995.979,102.9,103.15,104.63,105.09,63.95,41.48,-0.87,-0.85,2.04,1.79,0.0,1.0,100.95,0.0,0.0,0.0,0.020000000000000018,1.0,0.0,107.21994420789329,102.0400557921067,0.0
20131129,104.5,105.0,104.0,105.0,0.0,34465.305,103.9,103.25,104.4,105.17,72.93,51.97,-0.84,-0.69,1.06,1.69,0.0,1.0,101.19,0.0,0.0,0.0,0.15000000000000002,1.0,0.0,107.22755212153552,101.57244787846449,0.0
20131202,105.0,105.5,104.0,104.5,-0.4762,19042.557,104.6,103.3,104.18,105.22,75.9,59.94,-0.79,-0.6,-0.1,1.16,-1.0,0.0,101.42,0.0,0.0,0.0,0.19000000000000006,1.0,0.0,107.20583277793074,101.15416722206928,0.0
20131203,104.0,105.0,103.5,104.0,-0.4785,26811.219,104.7,103.2,104.05,105.25,74.84,64.91,-0.74,-0.56,-0.67,0.78,-1.0,0.0,101.66,0.0,0.0,0.0,0.17999999999999994,-1.0,-1.0,107.21716845147206,100.88283154852793,0.0
20131204,103.5,105.5,103.5,105.0,0.9615,23630.506,104.7,103.4,103.95,105.28,80.2,70.0,-0.68,-0.44,0.29,1.55,1.0,1.0,101.9,0.0,0.20000000000000284,0.0,0.24000000000000005,1.0,1.0,107.20164573716141,100.69835426283859,0.0
20131205,105.0,105.0,103.5,104.0,-0.9524,25209.311,104.5,103.7,103.8,105.28,75.69,71.9,-0.63,-0.42,-0.48,0.29,-1.0,0.0,102.13,0.0,0.0,0.0,0.21000000000000002,-1.0,-1.0,107.08261039418326,100.51738960581673,0.0
20131206,103.0,104.5,103.0,103.0,-0.9615,25358.889,104.1,104.0,103.65,105.25,62.96,68.92,-0.6,-0.49,-1.06,-0.96,-1.0,0.0,102.37,0.0,0.0,-1.0,0.10999999999999999,-1.0,0.0,106.92239300818224,100.37760699181777,0.0
20131209,104.0,105.0,104.0,105.0,1.9417,23971.547,104.2,104.4,103.68,105.28,68.64,68.82,-0.56,-0.37,0.77,0.57,1.0,1.0,102.61,0.0,0.0,0.0,0.19000000000000006,1.0,1.0,106.87197994981172,100.4880200501883,0.0
20131210,104.5,105.0,104.0,104.0,-0.9524,22935.826,104.2,104.45,103.63,105.3,59.09,65.58,-0.51,-0.35,-0.19,-0.43,-1.0,0.0,102.84,0.0,0.0,0.0,0.16000000000000003,-1.0,-1.0,106.69254322418476,100.56745677581523,0.0
20131211,103.5,105.0,103.5,105.0,0.9615,24614.281,104.2,104.45,103.73,105.34,66.06,65.74,-0.46,-0.26,0.77,0.53,1.0,1.0,103.08,0.0,0.0,1.0,0.2,1.0,1.0,106.60383559028696,100.85616440971305,0.0
20131212,104.5,104.5,103.0,103.0,-1.9048,18536.758,104.0,104.25,103.7,105.3,44.04,58.51,-0.44,-0.34,-0.96,-1.2,-1.0,0.0,103.32,0.0,0.0,-1.0,0.09999999999999998,-1.0,-1.0,106.34343639984019,101.05656360015982,0.0
20131213,102.5,103.5,102.5,102.5,-0.4854,28297.055,103.9,104.0,103.63,105.25,29.36,48.79,-0.44,-0.44,-1.35,-1.44,-1.0,0.0,103.56,0.0,0.0,0.0,0.0,-1.0,0.0,106.0279991659715,101.2320008340285,0.0
20131216,102.5,103.0,102.0,102.0,-0.4878,18772.078,103.3,103.75,103.53,105.23,19.57,39.05,-0.46,-0.55,-1.26,-1.69,-1.0,0.0,103.79,0.0,-0.4299999999999997,0.0,-0.09000000000000002,-1.0,0.0,105.67026073178013,101.38973926821987,0.0
20131217,103.0,104.5,103.0,103.5,1.4706,26232.84,103.2,103.7,103.45,105.2,29.72,35.94,-0.47,-0.51,0.29,-0.19,1.0,1.0,104.03,0.0,0.0,0.0,-0.040000000000000036,1.0,1.0,105.32243157418368,101.57756842581632,0.0
20131218,102.5,103.0,101.0,101.0,-2.4155,66102.078,102.4,103.3,103.35,105.13,19.81,30.56,-0.51,-0.68,-1.37,-2.23,-1.0,0.0,104.27,0.0,-0.19000000000000128,0.0,-0.17000000000000004,-1.0,-1.0,104.96998024679314,101.73001975320685,-1.0
20131219,102.0,103.0,101.5,102.5,1.4851,27824.773,102.3,103.15,103.43,105.13,25.71,28.94,-0.54,-0.68,0.2,-0.63,1.0,1.0,104.5,0.0,0.0,0.0,-0.14,1.0,1.0,104.81665460731936,102.04334539268065,0.0
20131220,101.5,103.5,101.5,102.0,-0.4878,37618.688,102.2,103.05,103.53,105.13,25.47,27.79,-0.58,-0.71,-0.2,-1.02,-1.0,0.0,104.74,0.0,0.0,0.0,-0.13,1.0,0.0,104.68539214122306,102.37460785877694,-1.0
20131223,103.0,104.5,103.0,104.0,1.9608,28393.645,102.6,102.95,103.68,105.15,41.98,32.52,-0.58,-0.57,1.36,1.02,1.0,1.0,104.98,0.0,0.0,1.0,0.010000000000000009,1.0,0.0,104.6404556210466,102.71954437895342,0.0
20131224,104.0,104.0,103.0,103.0,-0.9615,14079.188,102.5,102.85,103.65,105.19,47.03,37.36,-0.57,-0.53,0.49,0.15,-1.0,0.0,105.21,0.0,0.0,0.0,0.039999999999999925,1.0,0.0,104.44025312400522,102.85974687599479,0.0
20131225,102.5,103.5,102.5,103.0,0.0,9789.067,102.9,102.65,103.55,105.22,50.4,41.71,-0.55,-0.5,0.1,0.34,0.0,1.0,105.45,0.0,0.0,0.0,0.050000000000000044,1.0,0.0,104.19233947411007,102.90766052588992,0.0
20131226,103.0,104.0,103.0,104.0,0.9709,6793.911,103.2,102.75,103.5,105.23,62.17,48.53,-0.52,-0.38,0.78,1.22,1.0,1.0,105.69,0.0,0.0,0.0,0.14,1.0,0.0,104.01183102680474,102.98816897319526,0.0
20131227,103.5,104.5,103.0,104.5,0.4808,24135.217,103.7,102.95,103.48,105.23,74.78,57.28,-0.46,-0.25,0.77,1.51,1.0,1.0,105.93,0.0,0.0,0.0,0.21000000000000002,1.0,0.0,103.88801348016948,103.07198651983053,1.0
20131230,104.0,106.0,104.0,106.0,1.4354,44280.098,104.1,103.35,103.55,105.26,83.19,65.92,-0.38,-0.02,1.83,2.56,1.0,1.0,106.16,0.0,3.1899999999999977,0.0,0.36,1.0,0.0,103.8819879515886,103.2180120484114,1.0
20131231,105.5,106.0,105.0,105.5,-0.4717,24484.652,104.6,103.55,103.63,105.3,85.09,72.31,-0.28,0.12,0.86,1.88,-1.0,0.0,106.4,0.0,5.090000000000003,0.0,0.4,1.0,0.0,103.89925824035672,103.36074175964328,1.0
20140102,105.0,105.5,103.5,104.5,-0.9479,15133.724,104.9,103.9,103.6,105.29,78.95,74.52,-0.19,0.14,-0.38,0.58,-1.0,0.0,106.64,0.0,0.0,0.0,0.33,-1.0,-1.0,103.817887585695,103.38211241430498,1.0
20140103,103.0,103.0,102.0,102.5,-1.9139,41160.527,104.6,103.9,103.53,105.25,56.8,68.61,-0.15,0.0,-2.01,-1.35,-1.0,0.0,106.87,0.0,0.0,-1.0,0.15,-1.0,0.0,103.72589793260778,103.33410206739222,-1.0
20140106,102.0,103.0,102.0,102.5,0.0,23729.719,104.2,103.95,103.5,105.18,42.03,59.75,-0.15,-0.11,-1.63,-1.39,0.0,1.0,107.11,0.0,0.0,0.0,0.039999999999999994,-1.0,0.0,103.69516915739942,103.30483084260058,-1.0
20140107,102.5,103.0,102.0,102.0,-0.4878,18803.693,103.4,103.75,103.35,105.13,28.02,49.18,-0.16,-0.23,-1.35,-1.69,-1.0,0.0,107.35,0.0,0.0,0.0,-0.07,-1.0,0.0,103.55928449536457,103.14071550463542,-1.0
20140108,103.0,104.5,102.5,104.0,1.9608,30933.475,103.1,103.85,103.35,105.08,35.35,44.57,-0.16,-0.17,0.87,0.14,1.0,1.0,107.58,0.0,0.0,0.0,-0.010000000000000009,1.0,1.0,103.57301569451498,103.12698430548501,1.0
20140109,102.5,103.0,100.5,101.0,-2.8846,64221.77,102.4,103.65,103.15,105.0,26.6,38.58,-0.2,-0.35,-1.37,-2.56,-1.0,0.0,107.82,0.0,0.0,0.0,-0.14999999999999997,-1.0,-1.0,103.412,102.888,-1.0
20140110,102.0,102.5,101.5,102.0,0.9901,36289.949,102.3,103.45,103.1,104.92,26.82,34.66,-0.24,-0.42,-0.29,-1.4,1.0,1.0,108.06,0.0,0.0,0.0,-0.18,-1.0,0.0,103.40120424963801,102.79879575036198,-1.0
20140113,103.0,103.5,102.5,103.0,0.9804,22080.717,102.4,103.3,103.13,104.8,33.03,34.12,-0.27,-0.38,0.59,-0.29,1.0,1.0,108.3,0.0,0.0,0.0,-0.10999999999999999,1.0,1.0,103.45806096994309,102.8019390300569,0.0
20140114,102.5,103.5,102.0,103.5,0.4854,21718.295,102.7,103.05,103.2,104.69,42.02,36.75,-0.28,-0.31,0.78,0.44,1.0,1.0,108.53,0.0,0.0,1.0,-0.02999999999999997,1.0,0.0,103.5435389352024,102.8564610647976,0.0
20140115,104.0,106.0,104.0,105.0,1.4493,54458.035,102.9,103.0,103.28,104.58,55.29,42.93,-0.25,-0.13,2.04,1.94,1.0,1.0,108.77,0.0,0.0,0.0,0.12,1.0,0.0,103.63003428403515,102.92996571596485,1.0
20140116,106.0,107.5,106.0,107.0,1.9048,49601.102,104.1,103.25,103.58,104.52,67.81,51.22,-0.17,0.17,2.79,3.63,1.0,1.0,109.01,0.0,0.0,0.0,0.34,1.0,0.0,103.9342470889083,103.2257529110917,1.0
20140117,108.0,108.5,107.0,107.5,0.4673,55767.195,105.2,103.75,103.83,104.48,74.37,58.94,-0.04,0.45,2.19,3.61,1.0,1.0,109.24,0.0,0.0,0.0,0.49,1.0,0.0,104.22310431185628,103.43689568814372,1.0
20140120,107.0,108.5,107.0,107.5,0.0,24299.123,106.1,104.25,104.1,104.48,78.75,65.54,0.1,0.66,1.32,3.12,0.0,1.0,109.48,0.0,0.0,0.0,0.56,1.0,0.0,104.58224889839168,103.6177511016083,1.0
20140121,108.5,108.5,106.0,106.5,-0.9302,25121.035,106.7,104.7,104.23,104.43,77.5,69.53,0.22,0.73,-0.19,1.72,-1.0,0.0,109.72,0.0,0.0,0.0,0.51,-1.0,-1.0,104.80662726262292,103.65337273737708,1.0
20140122,106.0,107.5,106.0,107.5,0.939,28726.85,107.2,105.05,104.45,104.4,80.24,73.1,0.35,0.87,0.28,2.33,1.0,1.0,109.95,0.0,0.23999999999999488,0.0,0.52,1.0,1.0,105.15530773425506,103.74469226574494,1.0
20140123,108.5,108.5,107.5,107.5,0.0,28308.805,107.3,105.7,104.68,104.36,81.7,75.96,0.47,0.96,0.19,1.7,0.0,1.0,110.19,0.0,1.7000000000000028,0.0,0.49,-1.0,-1.0,105.53909021644995,103.82090978355006,1.0
20140124,107.0,108.5,107.0,108.0,0.4651,34059.355,107.4,106.3,104.88,104.33,85.23,79.05,0.59,1.06,0.56,1.6,1.0,1.0,110.43,0.0,5.230000000000004,0.0,0.4700000000000001,-1.0,0.0,105.89911726508778,103.86088273491221,1.0
20140127,106.0,106.5,104.0,105.0,-2.7778,65271.059,106.9,106.5,104.9,104.26,64.23,74.11,0.65,0.89,-1.78,-1.41,-1.0,0.0,110.67,0.0,0.0,-1.0,0.24,-1.0,0.0,106.04372898887806,103.75627101112195,0.0
20140205,102.0,102.0,100.5,100.5,-4.2857,147198.406,105.7,106.2,104.63,104.12,42.82,63.68,0.6,0.39,-4.92,-5.37,-1.0,0.0,110.9,0.0,0.0,0.0,-0.20999999999999996,-1.0,0.0,105.83120772558289,103.4287922744171,-1.0
20140206,101.0,103.0,101.0,102.0,1.4925,73840.242,104.6,105.9,104.45,104.04,34.8,54.05,0.5,0.11,-2.49,-3.68,1.0,1.0,111.14,0.0,0.0,0.0,-0.39,-1.0,0.0,105.68014470693493,103.21985529306508,-1.0
20140207,103.5,104.5,103.0,104.0,1.9608,54185.813,103.9,105.6,104.43,103.99,37.78,48.63,0.41,0.05,0.1,-1.52,1.0,1.0,111.38,0.0,0.0,0.0,-0.36,1.0,1.0,105.67998999996001,103.18001000004,0.0
20140210,104.0,104.5,103.0,103.0,-0.9615,26243.521,102.9,105.15,104.45,103.93,35.6,44.29,0.31,-0.08,0.1,-2.04,-1.0,0.0,111.61,0.0,0.0,0.0,-0.39,-1.0,-1.0,105.71163822072732,103.18836177927268,-1.0
20140211,104.5,105.0,104.0,104.5,1.4563,23523.881,102.8,104.85,104.55,103.9,40.4,42.99,0.24,-0.06,1.65,-0.33,1.0,1.0,111.85,0.0,0.0,0.0,-0.3,1.0,1.0,105.82245274961392,103.27754725038608,0.0
20140212,105.0,105.5,104.5,105.0,0.4785,25305.883,103.7,104.7,104.7,103.91,45.69,43.89,0.19,0.0,1.25,0.29,1.0,1.0,112.09,0.0,0.0,1.0,-0.19,1.0,0.0,105.9735662526936,103.4264337473064,0.0
20140213,105.0,106.0,105.0,105.0,0.0,19625.424,104.3,104.45,104.75,103.91,49.21,45.66,0.16,0.04,0.67,0.53,0.0,1.0,112.32,0.0,0.0,0.0,-0.12,1.0,0.0,106.01507351565037,103.48492648434963,0.0
20140214,106.5,107.5,106.5,107.5,2.381,42737.742,105.0,104.45,105.08,103.98,66.14,52.49,0.18,0.27,2.38,2.92,1.0,1.0,112.56,0.0,0.0,0.0,0.09000000000000002,1.0,0.0,106.32763776794388,103.83236223205611,1.0
20140217,108.0,108.5,107.5,108.5,0.9302,34368.371,106.1,104.5,105.4,104.07,77.43,60.8,0.25,0.53,2.26,3.83,1.0,1.0,112.8,0.0,0.0,0.0,0.28,1.0,0.0,106.63745706996244,104.16254293003757,1.0
20140218,108.5,108.5,107.5,108.0,-0.4608,22289.965,106.8,104.8,105.65,104.13,82.73,68.11,0.34,0.69,1.12,3.05,-1.0,0.0,113.04,0.0,2.730000000000004,0.0,0.3499999999999999,1.0,0.0,106.88419447414094,104.41580552585907,1.0
20140219,108.0,108.0,107.0,108.0,0.0,28886.535,107.4,105.55,105.88,104.2,85.45,73.89,0.43,0.81,0.56,2.32,0.0,1.0,113.27,0.0,5.450000000000003,0.0,0.38000000000000006,1.0,0.0,107.11939501370628,104.64060498629371,1.0
20140220,106.5,107.0,106.0,106.5,-1.3889,28469.516,107.7,106.0,105.95,104.23,78.18,75.32,0.5,0.77,-1.11,0.47,-1.0,0.0,113.51,0.0,0.0,0.0,0.27,-1.0,-1.0,107.16908613313416,104.73091386686585,0.0
20140221,107.0,107.5,107.0,107.5,0.939,31505.34,107.7,106.35,105.98,104.3,78.05,76.23,0.56,0.81,-0.19,1.08,1.0,1.0,113.75,0.0,0.0,0.0,0.25,-1.0,0.0,107.19573475725588,104.76426524274413,1.0
20140224,107.5,108.0,106.0,107.0,-0.4651,32057.818,107.4,106.75,105.95,104.4,72.86,75.11,0.61,0.79,-0.37,0.23,-1.0,0.0,113.98,0.0,0.0,-1.0,0.18000000000000005,-1.0,0.0,107.16171737628872,104.73828262371129,0.0
20140225,107.5,108.0,106.5,108.0,0.9346,34350.129,107.4,107.1,105.98,104.53,77.15,75.79,0.66,0.85,0.56,0.84,1.0,1.0,114.22,0.0,0.0,1.0,0.18999999999999995,1.0,1.0,107.20360573715557,104.75639426284444,1.0
20140226,107.5,108.0,107.0,107.5,-0.463,34982.996,107.3,107.35,106.03,104.64,71.43,74.34,0.7,0.85,0.19,0.14,-1.0,0.0,114.46,0.0,0.0,-1.0,0.15000000000000002,-1.0,-1.0,107.2642977760654,104.7957022239346,1.0
20140227,107.5,108.0,107.5,108.0,0.4651,49352.141,107.6,107.65,106.05,104.72,74.29,74.32,0.73,0.87,0.37,0.33,1.0,1.0,114.69,0.0,0.0,0.0,0.14,-1.0,0.0,107.30269748942032,104.79730251057967,1.0
20140303,108.0,108.0,106.5,108.0,0.0,62467.129,107.7,107.7,106.08,104.77,76.19,74.94,0.76,0.88,0.28,0.28,0.0,1.0,114.93,0.0,0.0,1.0,0.12,-1.0,0.0,107.36066037652455,104.79933962347545,1.0
20140304,108.0,108.0,107.5,107.5,-0.463,48939.594,107.8,107.6,106.05,104.81,75.79,75.23,0.78,0.84,-0.28,-0.09,-1.0,0.0,115.17,0.0,0.0,0.0,0.05999999999999994,-1.0,0.0,107.3572887974736,104.7427112025264,1.0
20140305,108.5,110.0,108.5,110.0,2.3256,55447.699,108.2,107.8,106.3,104.89,83.86,78.11,0.82,1.0,1.66,2.04,1.0,1.0,115.41,0.0,3.8599999999999994,0.0,0.18000000000000005,1.0,1.0,107.65317552446088,104.94682447553912,1.0
20140306,110.0,113.5,110.0,113.0,2.7273,72622.867,109.3,108.3,106.93,105.03,87.02,81.08,0.93,1.35,3.39,4.34,1.0,1.0,115.64,0.0,7.019999999999996,0.0,0.42000000000000004,1.0,0.0,108.38332171249178,105.47667828750824,1.0
20140307,114.0,115.0,113.5,114.5,1.3274,66916.75,110.6,109.1,107.55,105.21,89.49,83.88,1.09,1.73,3.53,4.95,1.0,1.0,115.88,0.0,9.489999999999995,0.0,0.6399999999999999,1.0,0.0,109.16132367946356,105.93867632053643,1.0
20140310,114.5,114.5,112.5,113.0,-1.31,38430.34,111.6,109.65,108.0,105.34,85.15,84.31,1.25,1.89,1.25,3.06,-1.0,0.0,116.12,0.0,5.150000000000006,0.0,0.6399999999999999,0.0,0.0,109.79524343753152,106.20475656246848,1.0
20140311,113.5,114.5,113.5,114.0,0.885,29182.885,112.9,110.35,108.55,105.51,86.18,84.93,1.41,2.07,0.97,3.31,1.0,1.0,116.35,0.0,6.180000000000007,0.0,0.6599999999999999,1.0,0.0,110.57370427681516,106.52629572318483,1.0
20140312,112.5,113.0,112.0,113.0,-0.8772,18414.771,113.5,110.85,108.98,105.68,82.94,84.27,1.55,2.11,-0.44,1.94,-1.0,0.0,116.59,0.0,2.9399999999999977,-1.0,0.5599999999999998,-1.0,-1.0,111.24490264691444,106.71509735308557,1.0
20140313,116.5,117.5,115.5,116.5,3.0973,59080.824,114.2,111.75,109.55,105.87,85.6,84.71,1.72,2.4,2.01,4.25,1.0,1.0,116.83,0.0,5.599999999999994,1.0,0.6799999999999999,1.0,1.0,112.10158362590764,106.99841637409236,1.0
20140314,115.0,115.5,114.0,115.0,-1.2876,47105.031,114.3,112.45,110.05,106.05,82.07,83.83,1.87,2.47,0.61,2.27,-1.0,0.0,117.06,0.0,2.069999999999993,-1.0,0.6000000000000001,-1.0,-1.0,112.88981319808187,107.21018680191813,1.0
20140317,114.5,115.0,113.0,114.0,-0.8696,33910.336,114.5,113.05,110.38,106.2,75.08,80.91,1.98,2.42,-0.44,0.84,-1.0,0.0,117.3,0.0,0.0,0.0,0.43999999999999995,-1.0,0.0,113.50350748358315,107.25649251641684,1.0
20140318,114.5,115.0,113.5,114.5,0.4386,37517.457,114.6,113.75,110.68,106.39,70.05,77.29,2.07,2.4,-0.09,0.66,1.0,1.0,117.54,0.0,0.0,0.0,0.33000000000000007,-1.0,0.0,114.07672945640363,107.28327054359639,1.0
20140319,114.5,115.0,113.5,114.5,0.0,35237.094,114.9,114.2,111.0,106.59,61.85,72.15,2.12,2.35,-0.35,0.26,0.0,1.0,117.78,0.0,0.0,0.0,0.22999999999999998,-1.0,0.0,114.6584226109076,107.3415773890924,0.0
20140320,113.0,113.5,112.0,112.0,-2.1834,46512.211,114.0,114.1,111.2,106.76,41.24,61.84,2.12,2.09,-1.75,-1.84,-1.0,0.0,118.01,0.0,0.0,0.0,-0.03000000000000025,-1.0,0.0,115.08714085157716,107.31285914842285,0.0
20140321,114.0,114.0,112.0,112.5,0.4464,60438.012,113.5,113.9,111.5,106.91,30.52,51.4,2.07,1.9,-0.88,-1.23,1.0,1.0,118.25,0.0,0.0,0.0,-0.16999999999999993,-1.0,0.0,115.58872828639909,107.41127171360091,0.0
20140324,111.5,112.5,111.5,112.5,0.0,29607.568,113.2,113.85,111.75,107.1,25.9,42.9,2.0,1.73,-0.62,-1.19,0.0,1.0,118.49,0.0,0.0,0.0,-0.27,-1.0,0.0,115.99961457075815,107.50038542924185,0.0
20140325,111.5,113.5,111.5,113.5,0.8889,38070.793,113.0,113.8,112.08,107.28,28.38,38.06,1.93,1.66,0.44,-0.26,1.0,1.0,118.72,0.0,0.0,0.0,-0.27,0.0,0.0,116.45295998152281,107.70704001847719,0.0
20140326,115.5,116.0,114.5,115.5,1.7621,45234.16,113.2,114.05,112.45,107.51,48.55,41.56,1.9,1.74,2.03,1.27,1.0,1.0,118.96,0.0,0.0,1.0,-0.15999999999999992,1.0,1.0,116.91628525734755,107.98371474265245,0.0
20140327,114.5,116.0,114.0,116.0,0.4329,31399.281,114.0,114.0,112.88,107.71,65.7,49.6,1.88,1.82,1.75,1.75,1.0,1.0,119.2,0.0,0.0,0.0,-0.05999999999999983,1.0,0.0,117.41500374862028,108.34499625137971,0.0
